DT_GERACAO,AA_ELEICAO,SG_UF,CD_MUNICIPIO,NM_MUNICIPIO,NR_ZONA,DS_GENERO,DS_ESTADO_CIVIL,DS_FAIXA_ETARIA,DS_GRAU_ESCOLARIDADE,DS_RACA_COR,DS_IDENTIDADE_GENERO,DS_QUILOMBOLA,QT_ELEITORES,QT_ELEITORES_BIOMETRIA,QT_ELEITORES_DEFICIENCIA,QT_ELEITORES_NOME_SOCIAL
14/07/2026,2026,AC,01473,TARAUACÁ,5,MASCULINO,SOLTEIRO,25 a 29 anos,ENSINO FUNDAMENTAL COMPLETO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,29,24,0,0
14/07/2026,2026,AC,01112,EPITACIOLÂNDIA,6,FEMININO,DIVORCIADO,45 a 49 anos,ENSINO MÉDIO INCOMPLETO,Parda,Cisgênero,NÃO,1,1,0,0
14/07/2026,2026,AC,01139,FEIJÓ,7,FEMININO,DIVORCIADO,30 a 34 anos,ENSINO MÉDIO COMPLETO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,7,7,0,0
14/07/2026,2026,AC,01392,RIO BRANCO,1,MASCULINO,VIÚVO,75 a 79 anos,LÊ E ESCREVE,Preta,Cisgênero,NÃO,1,1,1,0
14/07/2026,2026,AC,01040,MARECHAL THAUMATURGO,4,FEMININO,SOLTEIRO,18 anos,ENSINO MÉDIO INCOMPLETO,Branca,Cisgênero,NÃO,11,11,0,0
14/07/2026,2026,AC,01007,BUJARI,9,FEMININO,SOLTEIRO,55 a 59 anos,ANALFABETO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,22,22,0,0
14/07/2026,2026,AC,01120,ACRELÂNDIA,8,MASCULINO,CASADO,65 a 69 anos,SUPERIOR COMPLETO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,4,4,0,0
14/07/2026,2026,AC,01074,CRUZEIRO DO SUL,4,MASCULINO,DIVORCIADO,55 a 59 anos,LÊ E ESCREVE,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,2,2,0,0
14/07/2026,2026,AC,01392,RIO BRANCO,9,MASCULINO,SOLTEIRO,35 a 39 anos,LÊ E ESCREVE,Preta,Cisgênero,NÃO,2,2,0,0
14/07/2026,2026,AC,01031,SANTA ROSA DO PURUS,3,MASCULINO,CASADO,45 a 49 anos,ENSINO MÉDIO INCOMPLETO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,1,1,0,0
14/07/2026,2026,AC,01066,PORTO WALTER,4,FEMININO,CASADO,55 a 59 anos,ENSINO FUNDAMENTAL INCOMPLETO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,2,2,0,0
14/07/2026,2026,AC,01490,XAPURI,2,MASCULINO,CASADO,35 a 39 anos,SUPERIOR INCOMPLETO,Parda,Cisgênero,NÃO,3,3,0,0
14/07/2026,2026,AC,01570,ASSIS BRASIL,6,FEMININO,SOLTEIRO,25 a 29 anos,ANALFABETO,Parda,Cisgênero,NÃO,4,4,2,0
14/07/2026,2026,AC,01112,EPITACIOLÂNDIA,6,MASCULINO,SOLTEIRO,45 a 49 anos,SUPERIOR COMPLETO,Parda,Cisgênero,NÃO,5,5,0,0
14/07/2026,2026,AC,01392,RIO BRANCO,9,MASCULINO,SOLTEIRO,30 a 34 anos,ENSINO MÉDIO COMPLETO,Branca,Prefere não informar,NÃO,1,1,0,0
14/07/2026,2026,AC,01007,BUJARI,9,FEMININO,CASADO,21 a 24 anos,ENSINO MÉDIO INCOMPLETO,Parda,Cisgênero,NÃO,4,4,0,0
14/07/2026,2026,AC,01074,CRUZEIRO DO SUL,4,MASCULINO,CASADO,85 a 89 anos,ENSINO MÉDIO INCOMPLETO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,1,1,0,0
14/07/2026,2026,AC,01074,CRUZEIRO DO SUL,4,FEMININO,VIÚVO,50 a 54 anos,ENSINO FUNDAMENTAL COMPLETO,Parda,Prefere não informar,NÃO,1,1,0,0
14/07/2026,2026,AC,01007,BUJARI,9,MASCULINO,SOLTEIRO,50 a 54 anos,LÊ E ESCREVE,Preta,Cisgênero,NÃO,2,2,0,0
14/07/2026,2026,AC,01392,RIO BRANCO,9,FEMININO,SOLTEIRO,21 a 24 anos,ENSINO MÉDIO INCOMPLETO,Preta,Cisgênero,NÃO,2,2,0,0
