ANO_ELEICAO,NM_MUNICIPIO,NR_ZONA,NR_SECAO,NM_LOCAL_VOTACAO,QT_VOTOS_SAMIR,QT_VOTOS_VALIDOS_SECAO,Local_Busca_Geografica
2022,RIO BRANCO,9,302,ESCOLA PÚBLICA RAIMUNDO GOMES DE OLIVEIRA,5,1333,"RIO BRANCO, Acre, Brasil, ESCOLA PÚBLICA RAIMUNDO GOMES DE OLIVEIRA"
2022,SENADOR GUIOMARD,8,25,CAMARA MUNICIPAL,6,1015,"SENADOR GUIOMARD, Acre, Brasil, CAMARA MUNICIPAL"
2022,RIO BRANCO,9,257,U VERSE (ANTIGA FAAO),15,1872,"RIO BRANCO, Acre, Brasil, U VERSE (ANTIGA FAAO)"
2022,XAPURI,2,11,CLUBE MUNICIPAL - ASSEMUX,3,1058,"XAPURI, Acre, Brasil, CLUBE MUNICIPAL - ASSEMUX"
2022,RIO BRANCO,1,672,ESCOLA BERTA VIEIRA DE ANDRADE,2,3379,"RIO BRANCO, Acre, Brasil, ESCOLA BERTA VIEIRA DE ANDRADE"
2022,MANOEL URBANO,3,126,CRECHE YÊDA,8,1309,"MANOEL URBANO, Acre, Brasil, CRECHE YÊDA"
2022,PLÁCIDO DE CASTRO,8,114,ESCOLA FRANKLIN ROOSEVELT,6,1112,"PLÁCIDO DE CASTRO, Acre, Brasil, ESCOLA FRANKLIN ROOSEVELT"
2022,RIO BRANCO,9,306,URAP - AUGUSTO HIDALGO DE LIMA,3,1759,"RIO BRANCO, Acre, Brasil, URAP - AUGUSTO HIDALGO DE LIMA"
2022,TARAUACÁ,5,2,ESCOLA DE PRIMEIRO GRAU JOAO RIBEIRO,4,1015,"TARAUACÁ, Acre, Brasil, ESCOLA DE PRIMEIRO GRAU JOAO RIBEIRO"
2022,RIO BRANCO,1,261,ESCOLA JOAO MARIANO,2,1856,"RIO BRANCO, Acre, Brasil, ESCOLA JOAO MARIANO"
2022,FEIJÓ,7,35,COMPLEXO ESCOLAR NANZIO MAGALHAES,1,1074,"FEIJÓ, Acre, Brasil, COMPLEXO ESCOLAR NANZIO MAGALHAES"
2022,RIO BRANCO,1,787,INSTITUTO FEDERAL DO ACRE - IFAC,4,3751,"RIO BRANCO, Acre, Brasil, INSTITUTO FEDERAL DO ACRE - IFAC"
2022,RIO BRANCO,1,639,ESCOLA NEUTEL MAIA,7,3298,"RIO BRANCO, Acre, Brasil, ESCOLA NEUTEL MAIA"
2022,RIO BRANCO,9,400,ESCOLA ISMAEL GOMES DE CARVALHO,3,2330,"RIO BRANCO, Acre, Brasil, ESCOLA ISMAEL GOMES DE CARVALHO"
2022,ACRELÂNDIA,8,85,ESCOLA DE 1 GRAU MARIA DE JESUS RIBEIRO,4,1031,"ACRELÂNDIA, Acre, Brasil, ESCOLA DE 1 GRAU MARIA DE JESUS RIBEIRO"
2022,RIO BRANCO,1,633,INCRA - INSTITUTO NACIONAL DE COLONIZAÇÃO E REFORMA AGRÁRIA,10,3280,"RIO BRANCO, Acre, Brasil, INCRA - INSTITUTO NACIONAL DE COLONIZAÇÃO E REFORMA AGRÁRIA"
2022,FEIJÓ,7,17,COMPLEXO ESCOLAR NANZIO MAGALHAES,3,1074,"FEIJÓ, Acre, Brasil, COMPLEXO ESCOLAR NANZIO MAGALHAES"
2022,RIO BRANCO,1,729,ESCOLA MUNICIPAL LUIZA CARNEIRO DANTAS,3,3573,"RIO BRANCO, Acre, Brasil, ESCOLA MUNICIPAL LUIZA CARNEIRO DANTAS"
2022,RIO BRANCO,9,103,ESCOLA JOSÉ SALES DE ARAÚJO,8,1260,"RIO BRANCO, Acre, Brasil, ESCOLA JOSÉ SALES DE ARAÚJO"
2022,RIO BRANCO,1,492,DNIT - SUPERINTENDÊNCIA REGIONAL NO ACRE,7,2585,"RIO BRANCO, Acre, Brasil, DNIT - SUPERINTENDÊNCIA REGIONAL NO ACRE"
2022,RIO BRANCO,9,309,ESCOLA DE ENSINO FUNDAMENTAL E MÉDIO ESTADUAL NOVA ESPERANÇA,1,1791,"RIO BRANCO, Acre, Brasil, ESCOLA DE ENSINO FUNDAMENTAL E MÉDIO ESTADUAL NOVA ESPERANÇA"
2022,RIO BRANCO,1,758,FUNDAÇÃO NACIONAL DE SAUDE - FUNASA,3,3670,"RIO BRANCO, Acre, Brasil, FUNDAÇÃO NACIONAL DE SAUDE - FUNASA"
2022,RIO BRANCO,1,727,CEJA - SÃO FRANCISCO,4,3565,"RIO BRANCO, Acre, Brasil, CEJA - SÃO FRANCISCO"
2022,ACRELÂNDIA,8,83,ESCOLA ALTINA MAGALHAES,2,1015,"ACRELÂNDIA, Acre, Brasil, ESCOLA ALTINA MAGALHAES"
2022,RIO BRANCO,1,308,SERVICO SOCIAL DO COMERCIO (SESC CENTRO),5,2100,"RIO BRANCO, Acre, Brasil, SERVICO SOCIAL DO COMERCIO (SESC CENTRO)"
2022,RIO BRANCO,9,71,SEAPROF,4,1155,"RIO BRANCO, Acre, Brasil, SEAPROF"
2022,MANOEL URBANO,3,153,ESCOLA DOM PRÓPERO BERNARD,2,1260,"MANOEL URBANO, Acre, Brasil, ESCOLA DOM PRÓPERO BERNARD"
2022,RIO BRANCO,1,711,ESCOLA THEODOLINA FALCAO MACEDO,11,3506,"RIO BRANCO, Acre, Brasil, ESCOLA THEODOLINA FALCAO MACEDO"
2022,TARAUACÁ,5,134,ESCOLA  MUNICIPAL ALMIRANTE BARROSO,1,1465,"TARAUACÁ, Acre, Brasil, ESCOLA  MUNICIPAL ALMIRANTE BARROSO"
2022,CAPIXABA,2,75,CAMARA MUNICIPAL,2,1031,"CAPIXABA, Acre, Brasil, CAMARA MUNICIPAL"
2022,RIO BRANCO,9,328,ESCOLA JOELMA OLIVEIRA DE LIMA,5,2097,"RIO BRANCO, Acre, Brasil, ESCOLA JOELMA OLIVEIRA DE LIMA"
2022,RIO BRANCO,9,362,ESCOLA MUNICIPAL ANICE DIB JATENE,2,2208,"RIO BRANCO, Acre, Brasil, ESCOLA MUNICIPAL ANICE DIB JATENE"
2022,RIO BRANCO,9,354,ESCOLA DOUTOR JOAO AGUIAR,6,2186,"RIO BRANCO, Acre, Brasil, ESCOLA DOUTOR JOAO AGUIAR"
2022,RIO BRANCO,1,689,ESCOLA ESTADUAL IZA MELLO,2,3433,"RIO BRANCO, Acre, Brasil, ESCOLA ESTADUAL IZA MELLO"
2022,RIO BRANCO,1,778,ESCOLA PADRE CARLOS CASAVECCHIA,8,3743,"RIO BRANCO, Acre, Brasil, ESCOLA PADRE CARLOS CASAVECCHIA"
2022,RIO BRANCO,9,451,ESCOLA LUIZA BATISTA DE SOUZA,5,1066,"RIO BRANCO, Acre, Brasil, ESCOLA LUIZA BATISTA DE SOUZA"
2022,RIO BRANCO,9,96,ESCOLA MARIA ADEIZA RODRIGUES PEREIRA,3,2356,"RIO BRANCO, Acre, Brasil, ESCOLA MARIA ADEIZA RODRIGUES PEREIRA"
2022,RIO BRANCO,9,383,ESCOLA CHRIZARUBINA LEITÃO ABRAÃO,8,2283,"RIO BRANCO, Acre, Brasil, ESCOLA CHRIZARUBINA LEITÃO ABRAÃO"
2022,ACRELÂNDIA,8,185,ESC MUN CEN ENS FUN RITA BOCALON RODRIGUES,2,1120,"ACRELÂNDIA, Acre, Brasil, ESC MUN CEN ENS FUN RITA BOCALON RODRIGUES"
2022,RIO BRANCO,1,708,ESCOLA HUMBERTO SOARES,8,3492,"RIO BRANCO, Acre, Brasil, ESCOLA HUMBERTO SOARES"
2022,MANOEL URBANO,3,139,ESCOLA MARIA DAS GRAÇAS ALVES DA ROCHA,4,1260,"MANOEL URBANO, Acre, Brasil, ESCOLA MARIA DAS GRAÇAS ALVES DA ROCHA"
2022,RIO BRANCO,1,3,ESCOLA MENINO JESUS,9,1279,"RIO BRANCO, Acre, Brasil, ESCOLA MENINO JESUS"
2022,RIO BRANCO,1,728,CEJA - SÃO FRANCISCO,3,3565,"RIO BRANCO, Acre, Brasil, CEJA - SÃO FRANCISCO"
2022,XAPURI,2,31,IFAC - CAMPUS XAPURI,4,1082,"XAPURI, Acre, Brasil, IFAC - CAMPUS XAPURI"
2022,SENADOR GUIOMARD,8,268,COLEGIO 15 DE JUNHO,3,1031,"SENADOR GUIOMARD, Acre, Brasil, COLEGIO 15 DE JUNHO"
2022,ACRELÂNDIA,8,235,CRECHE MUNICIPAL,9,1058,"ACRELÂNDIA, Acre, Brasil, CRECHE MUNICIPAL"
2022,RIO BRANCO,9,161,ESCOLA JOÃO PAULO II,4,1252,"RIO BRANCO, Acre, Brasil, ESCOLA JOÃO PAULO II"
2022,RIO BRANCO,9,361,ESCOLA MUNICIPAL ANICE DIB JATENE,6,2208,"RIO BRANCO, Acre, Brasil, ESCOLA MUNICIPAL ANICE DIB JATENE"
2022,FEIJÓ,7,82,ESCOLA MUNICIPAL DE EDUCACAO INFANTIL MENINO JESUS,1,1244,"FEIJÓ, Acre, Brasil, ESCOLA MUNICIPAL DE EDUCACAO INFANTIL MENINO JESUS"
2022,RIO BRANCO,1,513,ESCOLA BELO JARDIM,9,2798,"RIO BRANCO, Acre, Brasil, ESCOLA BELO JARDIM"
2022,RIO BRANCO,9,298,ESCOLA MARINA VICENTE GOMES,5,2046,"RIO BRANCO, Acre, Brasil, ESCOLA MARINA VICENTE GOMES"
2022,RIO BRANCO,9,118,ESCOLA DARCY VARGAS,11,1228,"RIO BRANCO, Acre, Brasil, ESCOLA DARCY VARGAS"
2022,RIO BRANCO,9,57,ESCOLA TANCREDO NEVES,5,1104,"RIO BRANCO, Acre, Brasil, ESCOLA TANCREDO NEVES"
2022,TARAUACÁ,5,10,ESCOLA PLACIDO DE CASTRO,3,1171,"TARAUACÁ, Acre, Brasil, ESCOLA PLACIDO DE CASTRO"
2022,RIO BRANCO,1,85,ESCOLA ESTADUAL PROFESSORA TEREZINHA MIGUÉIS,4,1295,"RIO BRANCO, Acre, Brasil, ESCOLA ESTADUAL PROFESSORA TEREZINHA MIGUÉIS"
2022,RIO BRANCO,1,429,FORUM BARAO DO RIO BRANCO,10,1708,"RIO BRANCO, Acre, Brasil, FORUM BARAO DO RIO BRANCO"
2022,BUJARI,9,186,ESCOLA SÃO JOÃO BATISTA,2,1112,"BUJARI, Acre, Brasil, ESCOLA SÃO JOÃO BATISTA"
2022,RIO BRANCO,1,86,ESCOLA ESTADUAL PROFESSORA TEREZINHA MIGUÉIS,3,1295,"RIO BRANCO, Acre, Brasil, ESCOLA ESTADUAL PROFESSORA TEREZINHA MIGUÉIS"
2022,EPITACIOLÂNDIA,6,64,ESCOLA JOAO PEDRO DA SILVA,3,1210,"EPITACIOLÂNDIA, Acre, Brasil, ESCOLA JOAO PEDRO DA SILVA"
2022,BUJARI,9,242,CRECHE PROFESSORA DONA BELA,6,1090,"BUJARI, Acre, Brasil, CRECHE PROFESSORA DONA BELA"
2022,RIO BRANCO,1,497,IDAF - VILA ACRE,3,2810,"RIO BRANCO, Acre, Brasil, IDAF - VILA ACRE"
2022,BRASILÉIA,6,76,ESCOLA ODILON PRATAGI,1,1210,"BRASILÉIA, Acre, Brasil, ESCOLA ODILON PRATAGI"
2022,RIO BRANCO,1,668,ESCOLA  MOZART DONIZETE,4,3360,"RIO BRANCO, Acre, Brasil, ESCOLA  MOZART DONIZETE"
2022,JORDÃO,5,32,ESCOLA JAIRO DE FIGUEIREDO MELO,1,1112,"JORDÃO, Acre, Brasil, ESCOLA JAIRO DE FIGUEIREDO MELO"
2022,PLÁCIDO DE CASTRO,8,113,ESCOLA JOSE FRANCISCO DA SILVA,2,1546,"PLÁCIDO DE CASTRO, Acre, Brasil, ESCOLA JOSE FRANCISCO DA SILVA"
2022,RIO BRANCO,9,394,UNIDADE DE SAÚDE DA FAMÍLIA PLATILDE OLIVEIRA DA SILVA,3,2321,"RIO BRANCO, Acre, Brasil, UNIDADE DE SAÚDE DA FAMÍLIA PLATILDE OLIVEIRA DA SILVA"
2022,PORTO ACRE,1,608,ESCOLA MUNICIPAL NOVO HORIZONTE,3,1082,"PORTO ACRE, Acre, Brasil, ESCOLA MUNICIPAL NOVO HORIZONTE"
2022,RIO BRANCO,9,209,ESCOLA ALMADA BRITO,6,1724,"RIO BRANCO, Acre, Brasil, ESCOLA ALMADA BRITO"
2022,SENA MADUREIRA,3,3,EEEFISJ - ESCOLA ESTADUAL ENSINO FUNDAMENTAL INSTITUTO SANTA JULIANA,2,1023,"SENA MADUREIRA, Acre, Brasil, EEEFISJ - ESCOLA ESTADUAL ENSINO FUNDAMENTAL INSTITUTO SANTA JULIANA"
2022,PLÁCIDO DE CASTRO,8,253,ESCOLA ELIAS MANSOUR SIMAO FILHO,5,1074,"PLÁCIDO DE CASTRO, Acre, Brasil, ESCOLA ELIAS MANSOUR SIMAO FILHO"
2022,RIO BRANCO,9,116,ESCOLA PÚBLICA HELOÍSA MOURÃO MARQUES,2,1015,"RIO BRANCO, Acre, Brasil, ESCOLA PÚBLICA HELOÍSA MOURÃO MARQUES"
2022,FEIJÓ,7,21,ESCOLA DE SEGUNDO GRAU JOSE GURGEL RABELO,2,1031,"FEIJÓ, Acre, Brasil, ESCOLA DE SEGUNDO GRAU JOSE GURGEL RABELO"
2022,RIO BRANCO,1,707,ESCOLA HUMBERTO SOARES,9,3492,"RIO BRANCO, Acre, Brasil, ESCOLA HUMBERTO SOARES"
2022,RIO BRANCO,1,826,ESCOLA PADRE CARLOS CASAVECCHIA,1,3743,"RIO BRANCO, Acre, Brasil, ESCOLA PADRE CARLOS CASAVECCHIA"
2022,RIO BRANCO,1,725,ESCOLA AGNALDO MORENO (ANTIGA MARILENA MANSOUR),1,3557,"RIO BRANCO, Acre, Brasil, ESCOLA AGNALDO MORENO (ANTIGA MARILENA MANSOUR)"
2022,RIO BRANCO,9,315,SECRETARIA DE EDUCAÇÃO E CULTURA,7,1112,"RIO BRANCO, Acre, Brasil, SECRETARIA DE EDUCAÇÃO E CULTURA"
2022,RIO BRANCO,1,89,ESCOLA ANA TURAM MACHADO FALCAO,4,2402,"RIO BRANCO, Acre, Brasil, ESCOLA ANA TURAM MACHADO FALCAO"
2022,RIO BRANCO,1,545,ESCOLA PROF RAIMUNDA SILVA PARÁ,4,2895,"RIO BRANCO, Acre, Brasil, ESCOLA PROF RAIMUNDA SILVA PARÁ"
2022,ACRELÂNDIA,8,224,ESCOLA  DE 1 GRAU PROF PEDRO DE CASTRO MEIRELES,1,1023,"ACRELÂNDIA, Acre, Brasil, ESCOLA  DE 1 GRAU PROF PEDRO DE CASTRO MEIRELES"
2022,RIO BRANCO,1,724,ESCOLA MARIA LÚCIA MOURA MARIN,5,3549,"RIO BRANCO, Acre, Brasil, ESCOLA MARIA LÚCIA MOURA MARIN"
2022,RIO BRANCO,1,656,ESCOLA PIMENTEL GOMES,11,3336,"RIO BRANCO, Acre, Brasil, ESCOLA PIMENTEL GOMES"
2022,RIO BRANCO,1,446,ESCOLA LEONCIO DE CARVALHO,6,2313,"RIO BRANCO, Acre, Brasil, ESCOLA LEONCIO DE CARVALHO"
2022,SENADOR GUIOMARD,8,39,COLEGIO 15 DE JUNHO,3,1031,"SENADOR GUIOMARD, Acre, Brasil, COLEGIO 15 DE JUNHO"
2022,RIO BRANCO,1,443,ESCOLA OSCAR FELICIO DE SOUZA,28,2534,"RIO BRANCO, Acre, Brasil, ESCOLA OSCAR FELICIO DE SOUZA"
2022,RIO BRANCO,9,300,ESCOLA INFANTIL VALDIVA DE CASTRO DOS SANTOS,8,2038,"RIO BRANCO, Acre, Brasil, ESCOLA INFANTIL VALDIVA DE CASTRO DOS SANTOS"
2022,ACRELÂNDIA,8,72,ESCOLA  DE 1 GRAU PROF PEDRO DE CASTRO MEIRELES,5,1023,"ACRELÂNDIA, Acre, Brasil, ESCOLA  DE 1 GRAU PROF PEDRO DE CASTRO MEIRELES"
2022,XAPURI,2,8,COLÉGIO DIVINA PROVIDÊNCIA,4,1031,"XAPURI, Acre, Brasil, COLÉGIO DIVINA PROVIDÊNCIA"
2022,RIO BRANCO,1,67,ESCOLA DR. CARLOS VASCONCELOS,4,1236,"RIO BRANCO, Acre, Brasil, ESCOLA DR. CARLOS VASCONCELOS"
2022,RIO BRANCO,9,232,ESCOLA ACREANA DE MÚSICA (ANT CENTRO CULTURAL),5,1767,"RIO BRANCO, Acre, Brasil, ESCOLA ACREANA DE MÚSICA (ANT CENTRO CULTURAL)"
2022,RIO BRANCO,1,351,ESCOLA ROBERTO SANCHES MUBARAC,2,1872,"RIO BRANCO, Acre, Brasil, ESCOLA ROBERTO SANCHES MUBARAC"
2022,FEIJÓ,7,89,ESCOLA VICENTE CELSO BRANDAO,2,1163,"FEIJÓ, Acre, Brasil, ESCOLA VICENTE CELSO BRANDAO"
2022,RIO BRANCO,1,556,ESCOLA MARIA ANGÉLICA DE CASTRO,3,2569,"RIO BRANCO, Acre, Brasil, ESCOLA MARIA ANGÉLICA DE CASTRO"
2022,RIO BRANCO,1,675,ESCOLA BERTA VIEIRA DE ANDRADE,4,3379,"RIO BRANCO, Acre, Brasil, ESCOLA BERTA VIEIRA DE ANDRADE"
2022,RIO BRANCO,1,650,ESCOLA RAIMUNDO MELO,6,3328,"RIO BRANCO, Acre, Brasil, ESCOLA RAIMUNDO MELO"
2022,RIO BRANCO,9,345,CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL - CRAS (TANCREDO NEVES),1,2143,"RIO BRANCO, Acre, Brasil, CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL - CRAS (TANCREDO NEVES)"
2022,RIO BRANCO,9,65,ESCOLA PÚBLICA ADALBERTO SENA,11,1139,"RIO BRANCO, Acre, Brasil, ESCOLA PÚBLICA ADALBERTO SENA"
2022,RIO BRANCO,9,312,ESCOLA MARINA VICENTE GOMES,3,2046,"RIO BRANCO, Acre, Brasil, ESCOLA MARINA VICENTE GOMES"
2022,TARAUACÁ,5,5,CAMARA MUNICIPAL,1,1023,"TARAUACÁ, Acre, Brasil, CAMARA MUNICIPAL"
2022,RIO BRANCO,9,153,DEPARTAMENTO DE VIIGILÂNCIA SANITÁRIA (ANTIGA EMURB),4,1350,"RIO BRANCO, Acre, Brasil, DEPARTAMENTO DE VIIGILÂNCIA SANITÁRIA (ANTIGA EMURB)"
2022,RIO BRANCO,1,310,ESCOLA ZULEIDE PEREIRA DE SOUZA,2,1996,"RIO BRANCO, Acre, Brasil, ESCOLA ZULEIDE PEREIRA DE SOUZA"
2022,EPITACIOLÂNDIA,6,71,ESCOLA LUIZ GONZAGA DA ROCHA - KM 09 VILA PROGRESSO,1,1252,"EPITACIOLÂNDIA, Acre, Brasil, ESCOLA LUIZ GONZAGA DA ROCHA - KM 09 VILA PROGRESSO"
2022,RIO BRANCO,1,174,ESCOLA ROBERTO SANCHES MUBARAC,8,1872,"RIO BRANCO, Acre, Brasil, ESCOLA ROBERTO SANCHES MUBARAC"
2022,RIO BRANCO,9,69,ESCOLA PÚBLICA ALCIMAR LEITÃO,8,1147,"RIO BRANCO, Acre, Brasil, ESCOLA PÚBLICA ALCIMAR LEITÃO"
2022,SENA MADUREIRA,3,1,EMR - ESCOLA MESSIAS RODRIGUES,1,1015,"SENA MADUREIRA, Acre, Brasil, EMR - ESCOLA MESSIAS RODRIGUES"
2022,RIO BRANCO,9,108,ESCOLA FLAVIANO FLÁVIO BAPTISTA,6,1635,"RIO BRANCO, Acre, Brasil, ESCOLA FLAVIANO FLÁVIO BAPTISTA"
2020,RIO BRANCO,9,93,ESCOLA JOÃO PAULO I,2,1236,"RIO BRANCO, Acre, Brasil, ESCOLA JOÃO PAULO I"
2020,RIO BRANCO,9,273,ESCOLA IRMÃ MARIA GABRIELA SOARES,1,1643,"RIO BRANCO, Acre, Brasil, ESCOLA IRMÃ MARIA GABRIELA SOARES"
2020,RIO BRANCO,1,760,FUNDAÇÃO NACIONAL DE SAUDE - FUNASA,6,3670,"RIO BRANCO, Acre, Brasil, FUNDAÇÃO NACIONAL DE SAUDE - FUNASA"
2020,RIO BRANCO,1,727,CEJA - SÃO FRANCISCO,3,3565,"RIO BRANCO, Acre, Brasil, CEJA - SÃO FRANCISCO"
2020,RIO BRANCO,9,317,ESCOLA DE EDUCAÇÃO INFANTIL FREI PELEGRINO,2,1716,"RIO BRANCO, Acre, Brasil, ESCOLA DE EDUCAÇÃO INFANTIL FREI PELEGRINO"
2020,RIO BRANCO,1,785,INSTITUTO FEDERAL DO ACRE - IFAC,4,3751,"RIO BRANCO, Acre, Brasil, INSTITUTO FEDERAL DO ACRE - IFAC"
2020,RIO BRANCO,9,349,DEFENSORIA PÚBLICA DO ESTADO - DPE,2,2364,"RIO BRANCO, Acre, Brasil, DEFENSORIA PÚBLICA DO ESTADO - DPE"
2020,RIO BRANCO,9,339,ESCOLA PROFESSOR PEDRO MARTINELLO,2,2127,"RIO BRANCO, Acre, Brasil, ESCOLA PROFESSOR PEDRO MARTINELLO"
2020,RIO BRANCO,9,329,ESCOLA JOELMA OLIVEIRA DE LIMA,5,2097,"RIO BRANCO, Acre, Brasil, ESCOLA JOELMA OLIVEIRA DE LIMA"
2020,RIO BRANCO,1,774,CENTRO EDUCACIONAL LATU-SENSU(ANTIGO COLÉGIO SANTA MARIA),12,3735,"RIO BRANCO, Acre, Brasil, CENTRO EDUCACIONAL LATU-SENSU(ANTIGO COLÉGIO SANTA MARIA)"
2020,RIO BRANCO,1,163,PALACIO DAS SECRETARIAS,7,1490,"RIO BRANCO, Acre, Brasil, PALACIO DAS SECRETARIAS"
2020,RIO BRANCO,9,94,ESCOLA JOÃO PAULO I,2,1236,"RIO BRANCO, Acre, Brasil, ESCOLA JOÃO PAULO I"
2020,RIO BRANCO,9,438,FACULDADE UNINORTE,5,1899,"RIO BRANCO, Acre, Brasil, FACULDADE UNINORTE"
2020,RIO BRANCO,1,498,ESCOLA RURAL BEIJA-FLOR,1,2844,"RIO BRANCO, Acre, Brasil, ESCOLA RURAL BEIJA-FLOR"
2020,RIO BRANCO,9,55,SECRETARIA DE EDUCAÇÃO E CULTURA,3,1112,"RIO BRANCO, Acre, Brasil, SECRETARIA DE EDUCAÇÃO E CULTURA"
2020,RIO BRANCO,9,71,SEAPROF,4,1155,"RIO BRANCO, Acre, Brasil, SEAPROF"
2020,RIO BRANCO,1,173,ESCOLA PROF JOSE RODRIGUES LEITE - ETICA,12,1317,"RIO BRANCO, Acre, Brasil, ESCOLA PROF JOSE RODRIGUES LEITE - ETICA"
2020,RIO BRANCO,9,393,ESCOLA AME (ASSOCIAÇÃO MODERNA DE ENSINO),13,2313,"RIO BRANCO, Acre, Brasil, ESCOLA AME (ASSOCIAÇÃO MODERNA DE ENSINO)"
2020,RIO BRANCO,1,5,COLÉGIO ESTADUAL BARÃO DO RIO BRANCO,4,1031,"RIO BRANCO, Acre, Brasil, COLÉGIO ESTADUAL BARÃO DO RIO BRANCO"
2020,RIO BRANCO,1,438,ESCOLA ANTONIA FERNANDES DE FREITAS,3,2470,"RIO BRANCO, Acre, Brasil, ESCOLA ANTONIA FERNANDES DE FREITAS"
2020,RIO BRANCO,9,30,ESCOLA LUIZA BATISTA DE SOUZA,2,1066,"RIO BRANCO, Acre, Brasil, ESCOLA LUIZA BATISTA DE SOUZA"
2020,RIO BRANCO,1,566,ESCOLA MUNICIPAL MONTE CASTELO,6,3247,"RIO BRANCO, Acre, Brasil, ESCOLA MUNICIPAL MONTE CASTELO"
2020,RIO BRANCO,9,32,CENTRO ESTADUAL DE ATENDIMENTO AO DEFICIENTE VISUAL,4,1457,"RIO BRANCO, Acre, Brasil, CENTRO ESTADUAL DE ATENDIMENTO AO DEFICIENTE VISUAL"
2020,RIO BRANCO,1,350,"SECRETARIA DE ESTADO DE EDUCAÇÃO, CULTURA E ESPORTE",10,1600,"RIO BRANCO, Acre, Brasil, SECRETARIA DE ESTADO DE EDUCAÇÃO, CULTURA E ESPORTE"
2020,RIO BRANCO,1,784,INSTITUTO FEDERAL DO ACRE - IFAC,6,3751,"RIO BRANCO, Acre, Brasil, INSTITUTO FEDERAL DO ACRE - IFAC"
2020,RIO BRANCO,9,37,ESCOLA NATALINO DA SILVEIRA BRITO,5,1074,"RIO BRANCO, Acre, Brasil, ESCOLA NATALINO DA SILVEIRA BRITO"
2020,RIO BRANCO,1,738,ESCOLA VOVO MOCINHA,6,3590,"RIO BRANCO, Acre, Brasil, ESCOLA VOVO MOCINHA"
2020,RIO BRANCO,9,99,ESCOLA JOÃO PAULO II,3,1252,"RIO BRANCO, Acre, Brasil, ESCOLA JOÃO PAULO II"
2020,RIO BRANCO,1,88,ESCOLA ANA TURAM MACHADO FALCAO,1,2402,"RIO BRANCO, Acre, Brasil, ESCOLA ANA TURAM MACHADO FALCAO"
2020,RIO BRANCO,1,780,ESCOLA PADRE CARLOS CASAVECCHIA,5,3743,"RIO BRANCO, Acre, Brasil, ESCOLA PADRE CARLOS CASAVECCHIA"
2020,RIO BRANCO,1,453,ESCOLA GEORGETE ELUAN KALUME,16,1929,"RIO BRANCO, Acre, Brasil, ESCOLA GEORGETE ELUAN KALUME"
2020,RIO BRANCO,1,689,ESCOLA ESTADUAL IZA MELLO,1,3433,"RIO BRANCO, Acre, Brasil, ESCOLA ESTADUAL IZA MELLO"
2020,RIO BRANCO,1,638,ESCOLA NEUTEL MAIA,9,3298,"RIO BRANCO, Acre, Brasil, ESCOLA NEUTEL MAIA"
2020,RIO BRANCO,1,666,ESCOLA  MOZART DONIZETE,10,3360,"RIO BRANCO, Acre, Brasil, ESCOLA  MOZART DONIZETE"
2020,RIO BRANCO,1,77,ESCOLA MENINO JESUS,5,1279,"RIO BRANCO, Acre, Brasil, ESCOLA MENINO JESUS"
2020,RIO BRANCO,1,562,ESCOLA SANTA MARIA II,3,2801,"RIO BRANCO, Acre, Brasil, ESCOLA SANTA MARIA II"
2020,RIO BRANCO,1,441,ESCOLA PROF. SEBASTIÃO PEDROSA (ARENA DA FLORESTA),6,2550,"RIO BRANCO, Acre, Brasil, ESCOLA PROF. SEBASTIÃO PEDROSA (ARENA DA FLORESTA)"
2020,RIO BRANCO,1,781,ESCOLA PADRE CARLOS CASAVECCHIA,2,3743,"RIO BRANCO, Acre, Brasil, ESCOLA PADRE CARLOS CASAVECCHIA"
2020,RIO BRANCO,1,632,INCRA - INSTITUTO NACIONAL DE COLONIZAÇÃO E REFORMA AGRÁRIA,9,3280,"RIO BRANCO, Acre, Brasil, INCRA - INSTITUTO NACIONAL DE COLONIZAÇÃO E REFORMA AGRÁRIA"
2020,RIO BRANCO,1,497,IDAF - VILA ACRE,4,2810,"RIO BRANCO, Acre, Brasil, IDAF - VILA ACRE"
2020,RIO BRANCO,1,484,ESCOLA BENFICA,3,2674,"RIO BRANCO, Acre, Brasil, ESCOLA BENFICA"
2020,RIO BRANCO,1,637,ESCOLA NEUTEL MAIA,9,3298,"RIO BRANCO, Acre, Brasil, ESCOLA NEUTEL MAIA"
2020,RIO BRANCO,1,510,ESCOLA SANTA MARIA II,2,2801,"RIO BRANCO, Acre, Brasil, ESCOLA SANTA MARIA II"
2020,RIO BRANCO,1,191,COLEGIO DE APLICACAO DA UFAC,8,1694,"RIO BRANCO, Acre, Brasil, COLEGIO DE APLICACAO DA UFAC"
2020,RIO BRANCO,1,735,INSTITUTO DE EDUCACAO LOURENCO FILHO,3,3581,"RIO BRANCO, Acre, Brasil, INSTITUTO DE EDUCACAO LOURENCO FILHO"
2020,RIO BRANCO,1,709,ESCOLA HUMBERTO SOARES,9,3492,"RIO BRANCO, Acre, Brasil, ESCOLA HUMBERTO SOARES"
2020,RIO BRANCO,1,746,ESCOLA DOM GIOCONDO MARIA GROTTI,5,3638,"RIO BRANCO, Acre, Brasil, ESCOLA DOM GIOCONDO MARIA GROTTI"
